age,education,gender,vision_impairment,stimulusName,rationale,stimulusOrder,designName,designCost,rank,designOrder,userKey,compTime,tunedCost,excluded
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,The best one has the most seamless shift for the axis from start chart to end chart. The histogram shift was also smooth and felt natural. The worst one had this weird pause at the end when the axis label shifted that felt jarring.,1,stage2-rank1,0.22139,2,1,gL4n9lPJMFMp9AX6hCRciH9dskX2,333818,0.47506,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,The best one has the most seamless shift for the axis from start chart to end chart. The histogram shift was also smooth and felt natural. The worst one had this weird pause at the end when the axis label shifted that felt jarring.,1,stage2-rank2,1.39426,1,3,gL4n9lPJMFMp9AX6hCRciH9dskX2,333818,1.57981,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,The best one has the most seamless shift for the axis from start chart to end chart. The histogram shift was also smooth and felt natural. The worst one had this weird pause at the end when the axis label shifted that felt jarring.,1,stage2-rank3,2.46565,4,2,gL4n9lPJMFMp9AX6hCRciH9dskX2,333818,2.90487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,The best one has the most seamless shift for the axis from start chart to end chart. The histogram shift was also smooth and felt natural. The worst one had this weird pause at the end when the axis label shifted that felt jarring.,1,stage3-rank1,0.48871,5,4,gL4n9lPJMFMp9AX6hCRciH9dskX2,333818,1.24883,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,The best zoomed in in one smooth take. I had no trouble understanding what was happening to the axis and the data points. The worst one took two steps to do the same thing by expanding one axis first before the other which I found a bit distracting and time wasting.,2,stage1-rank1,0.11439,2,0,gL4n9lPJMFMp9AX6hCRciH9dskX2,298037,0,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,The best zoomed in in one smooth take. I had no trouble understanding what was happening to the axis and the data points. The worst one took two steps to do the same thing by expanding one axis first before the other which I found a bit distracting and time wasting.,2,stage2-rank1,0,1,2,gL4n9lPJMFMp9AX6hCRciH9dskX2,298037,0.15487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,The best zoomed in in one smooth take. I had no trouble understanding what was happening to the axis and the data points. The worst one took two steps to do the same thing by expanding one axis first before the other which I found a bit distracting and time wasting.,2,stage2-rank2,0.41565,4,1,gL4n9lPJMFMp9AX6hCRciH9dskX2,298037,0.85487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,The best zoomed in in one smooth take. I had no trouble understanding what was happening to the axis and the data points. The worst one took two steps to do the same thing by expanding one axis first before the other which I found a bit distracting and time wasting.,2,stage2-rank3,0.91565,5,4,gL4n9lPJMFMp9AX6hCRciH9dskX2,298037,1.35487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,The best zoomed in in one smooth take. I had no trouble understanding what was happening to the axis and the data points. The worst one took two steps to do the same thing by expanding one axis first before the other which I found a bit distracting and time wasting.,2,stage3-rank1,0.08484,3,3,gL4n9lPJMFMp9AX6hCRciH9dskX2,298037,0.69883,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"The best chart showed the axis shifted and all the recorded max temp shifted into the average high temp without moving the point. The only thing moved was the Y axis and all of that happened in one smooth motion. The worst chart had the average high temp point shifted up to adjust for the change in y axis. This took 2 extra movements(all recorded max temp shifted into average high temp, then those lines shifted up, and finally y-axis expanded) which I found distracting.",3,stage1-rank1,1.01439,2,2,gL4n9lPJMFMp9AX6hCRciH9dskX2,469764,0.39096,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"The best chart showed the axis shifted and all the recorded max temp shifted into the average high temp without moving the point. The only thing moved was the Y axis and all of that happened in one smooth motion. The worst chart had the average high temp point shifted up to adjust for the change in y axis. This took 2 extra movements(all recorded max temp shifted into average high temp, then those lines shifted up, and finally y-axis expanded) which I found distracting.",3,stage2-rank1,0.74426,1,1,gL4n9lPJMFMp9AX6hCRciH9dskX2,469764,0.92981,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"The best chart showed the axis shifted and all the recorded max temp shifted into the average high temp without moving the point. The only thing moved was the Y axis and all of that happened in one smooth motion. The worst chart had the average high temp point shifted up to adjust for the change in y axis. This took 2 extra movements(all recorded max temp shifted into average high temp, then those lines shifted up, and finally y-axis expanded) which I found distracting.",3,stage2-rank2,1.11565,4,3,gL4n9lPJMFMp9AX6hCRciH9dskX2,469764,1.25487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"The best chart showed the axis shifted and all the recorded max temp shifted into the average high temp without moving the point. The only thing moved was the Y axis and all of that happened in one smooth motion. The worst chart had the average high temp point shifted up to adjust for the change in y axis. This took 2 extra movements(all recorded max temp shifted into average high temp, then those lines shifted up, and finally y-axis expanded) which I found distracting.",3,stage2-rank3,1.64426,3,0,gL4n9lPJMFMp9AX6hCRciH9dskX2,469764,1.52981,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"The best chart showed the axis shifted and all the recorded max temp shifted into the average high temp without moving the point. The only thing moved was the Y axis and all of that happened in one smooth motion. The worst chart had the average high temp point shifted up to adjust for the change in y axis. This took 2 extra movements(all recorded max temp shifted into average high temp, then those lines shifted up, and finally y-axis expanded) which I found distracting.",3,stage3-rank1,0.87229,5,4,gL4n9lPJMFMp9AX6hCRciH9dskX2,469764,1.29883,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,"First is the best and second is the worst. first is the best because of very high level price and high quality
fifth is very worst  because of very lowest price and duration time is very long time",0,stage1-rank1,0.11439,5,3,giDxaexmtJXtaTw2QWQywa8fH4p2,998553,0,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,"First is the best and second is the worst. first is the best because of very high level price and high quality
fifth is very worst  because of very lowest price and duration time is very long time",0,stage2-rank1,0,2,0,giDxaexmtJXtaTw2QWQywa8fH4p2,998553,0.15487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,"First is the best and second is the worst. first is the best because of very high level price and high quality
fifth is very worst  because of very lowest price and duration time is very long time",0,stage2-rank2,0.41565,3,4,giDxaexmtJXtaTw2QWQywa8fH4p2,998553,0.85487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,"First is the best and second is the worst. first is the best because of very high level price and high quality
fifth is very worst  because of very lowest price and duration time is very long time",0,stage2-rank3,0.91565,4,1,giDxaexmtJXtaTw2QWQywa8fH4p2,998553,1.35487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,"First is the best and second is the worst. first is the best because of very high level price and high quality
fifth is very worst  because of very lowest price and duration time is very long time",0,stage3-rank1,0,1,2,giDxaexmtJXtaTw2QWQywa8fH4p2,998553,0.69883,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,first is thabest animation and next level of animation is fourth because of highest timing duration,1,stage1-rank1,0.36439,5,1,giDxaexmtJXtaTw2QWQywa8fH4p2,267037,0.04096,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,first is thabest animation and next level of animation is fourth because of highest timing duration,1,stage2-rank1,0.22139,1,0,giDxaexmtJXtaTw2QWQywa8fH4p2,267037,0.47506,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,first is thabest animation and next level of animation is fourth because of highest timing duration,1,stage2-rank2,1.39426,3,4,giDxaexmtJXtaTw2QWQywa8fH4p2,267037,1.57981,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,first is thabest animation and next level of animation is fourth because of highest timing duration,1,stage2-rank3,2.46565,2,2,giDxaexmtJXtaTw2QWQywa8fH4p2,267037,2.90487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,first is thabest animation and next level of animation is fourth because of highest timing duration,1,stage3-rank1,0.48871,4,3,giDxaexmtJXtaTw2QWQywa8fH4p2,267037,1.24883,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,fourth is very highest animation,2,stage1-rank1,1.01439,4,4,giDxaexmtJXtaTw2QWQywa8fH4p2,125692,0.39096,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,fourth is very highest animation,2,stage2-rank1,0.74426,5,0,giDxaexmtJXtaTw2QWQywa8fH4p2,125692,0.92981,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,fourth is very highest animation,2,stage2-rank2,1.11565,2,1,giDxaexmtJXtaTw2QWQywa8fH4p2,125692,1.25487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,fourth is very highest animation,2,stage2-rank3,1.64426,1,3,giDxaexmtJXtaTw2QWQywa8fH4p2,125692,1.52981,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,fourth is very highest animation,2,stage3-rank1,0.87229,3,2,giDxaexmtJXtaTw2QWQywa8fH4p2,125692,1.29883,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,third one is the best animation,3,stage1-rank1,0.11439,2,3,giDxaexmtJXtaTw2QWQywa8fH4p2,127863,0,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,third one is the best animation,3,stage2-rank1,0,4,4,giDxaexmtJXtaTw2QWQywa8fH4p2,127863,0.15487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,third one is the best animation,3,stage2-rank2,0.41565,3,0,giDxaexmtJXtaTw2QWQywa8fH4p2,127863,0.85487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,third one is the best animation,3,stage2-rank3,0.91565,1,2,giDxaexmtJXtaTw2QWQywa8fH4p2,127863,1.35487,TRUE
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,third one is the best animation,3,stage3-rank1,0.08484,5,1,giDxaexmtJXtaTw2QWQywa8fH4p2,127863,0.69883,TRUE
55-64,Associate or Bachelors degree,Female,no,Stimulus 3,"The best clearly showed how the order was reversed with the bars and names at the same time in one fluent move. The worst left the names in original locations until after the bars updated and then relocated the names,",0,stage1-rank1,0.36439,1,1,hlElTyaiujcCpQG3hzutyvUIHhl2,696983,0.04096,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 3,"The best clearly showed how the order was reversed with the bars and names at the same time in one fluent move. The worst left the names in original locations until after the bars updated and then relocated the names,",0,stage2-rank1,0.22139,3,0,hlElTyaiujcCpQG3hzutyvUIHhl2,696983,0.47506,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 3,"The best clearly showed how the order was reversed with the bars and names at the same time in one fluent move. The worst left the names in original locations until after the bars updated and then relocated the names,",0,stage2-rank2,1.39426,2,2,hlElTyaiujcCpQG3hzutyvUIHhl2,696983,1.57981,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 3,"The best clearly showed how the order was reversed with the bars and names at the same time in one fluent move. The worst left the names in original locations until after the bars updated and then relocated the names,",0,stage2-rank3,2.46565,4,4,hlElTyaiujcCpQG3hzutyvUIHhl2,696983,2.90487,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 3,"The best clearly showed how the order was reversed with the bars and names at the same time in one fluent move. The worst left the names in original locations until after the bars updated and then relocated the names,",0,stage3-rank1,0.48871,5,3,hlElTyaiujcCpQG3hzutyvUIHhl2,696983,1.24883,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 1,The best was a fluent change and all the rest were made awkward by the two stage change that involved changing the graph parameters after the data  was adjusted.,1,stage1-rank1,0.11439,1,2,hlElTyaiujcCpQG3hzutyvUIHhl2,215781,0,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 1,The best was a fluent change and all the rest were made awkward by the two stage change that involved changing the graph parameters after the data  was adjusted.,1,stage2-rank1,0,4,3,hlElTyaiujcCpQG3hzutyvUIHhl2,215781,0.15487,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 1,The best was a fluent change and all the rest were made awkward by the two stage change that involved changing the graph parameters after the data  was adjusted.,1,stage2-rank2,0.41565,2,0,hlElTyaiujcCpQG3hzutyvUIHhl2,215781,0.85487,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 1,The best was a fluent change and all the rest were made awkward by the two stage change that involved changing the graph parameters after the data  was adjusted.,1,stage2-rank3,0.91565,3,1,hlElTyaiujcCpQG3hzutyvUIHhl2,215781,1.35487,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 1,The best was a fluent change and all the rest were made awkward by the two stage change that involved changing the graph parameters after the data  was adjusted.,1,stage3-rank1,0.08484,5,4,hlElTyaiujcCpQG3hzutyvUIHhl2,215781,0.69883,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 2,The best seems to fluently extend time without the distraction of resetting the graph parameters which all of the others do to varying degrees which is distracting,2,stage1-rank1,0.11439,1,4,hlElTyaiujcCpQG3hzutyvUIHhl2,206607,0,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 2,The best seems to fluently extend time without the distraction of resetting the graph parameters which all of the others do to varying degrees which is distracting,2,stage2-rank1,0,4,2,hlElTyaiujcCpQG3hzutyvUIHhl2,206607,0.15487,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 2,The best seems to fluently extend time without the distraction of resetting the graph parameters which all of the others do to varying degrees which is distracting,2,stage2-rank2,0.41565,3,3,hlElTyaiujcCpQG3hzutyvUIHhl2,206607,0.85487,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 2,The best seems to fluently extend time without the distraction of resetting the graph parameters which all of the others do to varying degrees which is distracting,2,stage2-rank3,0.91565,2,1,hlElTyaiujcCpQG3hzutyvUIHhl2,206607,1.35487,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 2,The best seems to fluently extend time without the distraction of resetting the graph parameters which all of the others do to varying degrees which is distracting,2,stage3-rank1,0,5,0,hlElTyaiujcCpQG3hzutyvUIHhl2,206607,0.69883,FALSE
55-64,Associate or Bachelors degree,Female,no,Stimulus 4,The best is the most fluent without the very visible two stage adjustment of first the data and then the graph parameters which is distracting.,3,stage1-rank1,1.01439,1,0,hlElTyaiujcCpQG3hzutyvUIHhl2,211022,0.39096,FALSE
